工步序号,电池厚度[mm],挤压比[%],形变量[mm],后限位置[mm],挤压速度[mm/s],退回速度[mm/s],保持时间[s],压力值[kN],保持状态,挤压起始位置[mm],挤压起始位置设置方式,挤压模式,力加载速度[kN/s],,
1,18.00,50.00,9.00,100.00,2.000,1.00,1800,15.0,保持设定位移,882.00,手动设置,普通模式,NaN,,
时间,压力[kN],位移[mm],速度[mm/s],保持时间[s],挤压比[%],1#电压10V[V],1#温度[℃],,,,,,,,
 2024-10-08 16:10:28.3980,0.000000,706.701000,0.000000,1800.000000,0.000000,3.333746,21.061143
 2024-10-08 16:10:28.3990,0.000000,706.701000,0.000000,1800.000000,0.000000,3.334234,21.045604
 2024-10-08 16:10:28.4000,0.000000,706.701000,0.000000,1800.000000,0.000000,3.332403,21.037835
 2024-10-08 16:10:28.4010,0.000000,706.701000,0.000000,1800.000000,0.000000,3.335455,21.045604
 2024-10-08 16:10:28.4020,0.000000,706.701000,0.000000,1800.000000,0.000000,3.332526,21.076682
 2024-10-08 16:10:28.4030,0.000000,706.701000,0.000000,1800.000000,0.000000,3.332526,21.076682
 2024-10-08 16:10:28.4040,0.000000,706.701000,0.000000,1800.000000,0.000000,3.331915,21.045604
 2024-10-08 16:10:28.4050,0.000000,706.701000,0.000000,1800.000000,0.000000,3.332403,21.092222
 2024-10-08 16:10:28.4060,0.000000,706.701000,0.000000,1800.000000,0.000000,3.333868,21.068913
 2024-10-08 16:10:28.4070,0.000000,706.701000,0.000000,1800.000000,0.000000,3.332648,21.022295
 2024-10-08 16:10:28.4080,0.000000,706.701000,0.004000,0.000000,0.000000,3.335211,21.061143
 2024-10-08 16:10:28.4090,0.000000,706.701000,0.004000,0.000000,0.000000,3.334723,21.092222
 2024-10-08 16:10:28.4100,0.000000,706.701000,0.004000,0.000000,0.000000,3.334967,21.076682
 2024-10-08 16:10:28.4110,0.000000,706.701000,0.004000,0.000000,0.000000,3.331183,21.099991
 2024-10-08 16:10:28.4120,0.000000,706.701000,0.004000,0.000000,0.000000,3.332403,21.084452
 2024-10-08 16:10:28.4130,0.000000,706.701000,0.004000,0.000000,0.000000,3.332770,21.084452
 2024-10-08 16:10:28.4140,0.000000,706.701000,0.004000,0.000000,0.000000,3.334845,21.068913
 2024-10-08 16:10:28.4150,0.000000,706.701000,0.004000,0.000000,0.000000,3.335455,21.061143
 2024-10-08 16:10:28.4160,0.000000,706.701000,0.004000,0.000000,0.000000,3.332648,21.076682
 2024-10-08 16:10:28.4170,0.000000,706.701000,0.004000,0.000000,0.000000,3.334112,21.076682
 2024-10-08 16:10:28.4180,0.000000,706.701000,0.000000,0.000000,0.000000,3.332403,21.061143
 2024-10-08 16:10:28.4190,0.000000,706.701000,0.000000,0.000000,0.000000,3.334723,21.061143
 2024-10-08 16:10:28.4200,0.000000,706.701000,0.000000,0.000000,0.000000,3.333990,21.061143
 2024-10-08 16:10:28.4210,0.000000,706.701000,0.000000,0.000000,0.000000,3.333136,21.045604
 2024-10-08 16:10:28.4220,0.000000,706.701000,0.000000,0.000000,0.000000,3.332281,21.061143
 2024-10-08 16:10:28.4230,0.000000,706.701000,0.000000,0.000000,0.000000,3.335333,21.061143
 2024-10-08 16:10:28.4240,0.000000,706.701000,0.000000,0.000000,0.000000,3.332281,21.068913
 2024-10-08 16:10:28.4250,0.000000,706.701000,0.000000,0.000000,0.000000,3.334234,21.053374
 2024-10-08 16:10:28.4260,0.000000,706.701000,0.000000,0.000000,0.000000,3.333136,21.076682
 2024-10-08 16:10:28.4270,0.000000,706.701000,0.000000,0.000000,0.000000,3.332526,21.061143
 2024-10-08 16:10:28.4280,0.000000,706.701000,0.029000,0.000000,0.000000,3.332648,21.045604
