Test_Time(s),Current(A),Voltage(V)
3.068414257060887,0.0,3.369941473007202
3.084208116708699,1.1784390211105347,3.6718692779541016
8.092149751887918,0.8441662192344666,3.5998499393463135
13.099767717953728,0.8137893080711365,3.6001577377319336
18.107202058277284,0.7875632047653198,3.6001577377319336
23.114751501529422,0.7632239460945129,3.6001577377319336
28.12232327243995,0.7405827045440674,3.6001577377319336
33.129925455161036,0.7188848853111267,3.6001577377319336
38.13747643825169,0.6977530717849731,3.5998499393463135
43.145042049808175,0.6777533292770386,3.6001577377319336
48.15261074104168,0.6579422950744629,3.5998499393463135
53.160252959564005,0.6383199095726013,3.6001577377319336
58.16775851741863,0.6188861727714539,3.6001577377319336
63.175324898894374,0.5996411442756653,3.6001577377319336
68.1829205373018,0.5807734727859497,3.6001577377319336
73.19061472537382,0.5619058012962341,3.6001577377319336
78.19805060553588,0.5432268381118774,3.6001577377319336
83.20561390733461,0.5247365236282349,3.5998499393463135
88.21318991280104,0.5064348578453064,3.6001577377319336
93.22076322355008,0.4885105490684509,3.6001577377319336
98.228200258591,0.47058627009391785,3.6001577377319336
103.23607037321275,0.4532279968261719,3.6004652976989746
108.24347892124128,0.4360584318637848,3.6001577377319336
113.25111883000584,0.4192661941051483,3.6001577377319336
118.2586293923356,0.40303999185562134,3.6001577377319336
123.26633320439832,0.38700246810913086,3.5998499393463135
128.27363704340823,0.3715309798717499,3.6001577377319336
133.28133200139948,0.3564368188381195,3.6001577377319336
138.28887990481314,0.3420974016189575,3.6001577377319336
143.2964817025746,0.32813531160354614,3.6001577377319336
148.3039760966,0.31473925709724426,3.6001577377319336
153.31162100983974,0.3017205595970154,3.5998499393463135
158.31919855514465,0.2894565761089325,3.6001577377319336
163.32676801629742,0.2777586281299591,3.6004652976989746
168.33430013636632,0.26643800735473633,3.6001577377319336
173.34191001827998,0.25568345189094543,3.6001577377319336
178.34952413474952,0.24492886662483215,3.5998499393463135
183.35705471497988,0.23549503087997437,3.6001577377319336
188.36462802572893,0.22606119513511658,3.6001577377319336
193.3723456963382,0.2173820585012436,3.6001577377319336
198.37977965170217,0.2085142582654953,3.6004652976989746
203.38734256854127,0.2005898356437683,3.5998499393463135
208.39493204759464,0.19304275512695312,3.6001577377319336
213.40252576120392,0.18568436801433563,3.5998499393463135
218.41006365566724,0.17889200150966644,3.6001577377319336
223.41763234690077,0.17228831350803375,3.6001577377319336
228.42520719748828,0.16625066101551056,3.6001577377319336
233.43279475174356,0.16021300852298737,3.6001577377319336
238.44035574378452,0.15474137663841248,3.5998499393463135
243.44791789070436,0.14926975965499878,3.5998499393463135
248.4554542453292,0.1445528268814087,3.6001577377319336
253.46309299921484,0.1398359090089798,3.6001577377319336
258.47064205750735,0.1353076696395874,3.6004652976989746
263.47830852848625,0.130779430270195,3.5998499393463135
268.4857771302166,0.1266285479068756,3.6001577377319336
273.4933573702389,0.12304368615150452,3.6001577377319336
278.5009268313917,0.11927014589309692,3.6001577377319336
283.50849706246373,0.11568529158830643,3.6001577377319336
288.5160688333742,0.11247778683900833,3.6001577377319336
293.5236394494059,0.10908160358667374,3.5998499393463135
298.5312135300742,0.10625145584344864,3.6001577377319336
303.5387006098666,0.10323262214660645,3.6001577377319336
308.5463566869356,0.10040247440338135,3.6001577377319336
313.5539353871194,0.09794967621564865,3.6001577377319336
318.5615052332318,0.09549687802791595,3.6001577377319336
323.5689476577075,0.09323275834321976,3.6001577377319336
328.57677966132616,0.09077996015548706,3.6001577377319336
333.58419013415283,0.08870451152324677,3.6001577377319336
338.5919513052,0.08662907034158707,3.6001577377319336
343.5996266302503,0.08455362170934677,3.6001577377319336
348.6071776133409,0.08266685903072357,3.5998499393463135
353.6145180235154,0.08078008890151978,3.6001577377319336
358.62210288305323,0.07889331877231598,3.5998499393463135
363.6296523263054,0.07719523459672928,3.6001577377319336
368.6372267919333,0.07568581402301788,3.6001577377319336
373.644797407965,0.07398772984743118,3.5998499393463135
378.6523637894407,0.07266698777675629,3.5998499393463135
383.6599371001898,0.07115757465362549,3.6001577377319336
388.667508101181,0.06983684003353119,3.6001577377319336
393.67514877986486,0.06832742691040039,3.6001577377319336
398.6826539527598,0.0670066848397255,3.5998499393463135
403.6901833781114,0.0658746287226677,3.6001577377319336
408.6977555339814,0.0645538866519928,3.6001577377319336
413.70537503988584,0.0636105015873909,3.6001577377319336
418.71294604087706,0.0624784454703331,3.6001577377319336
423.7205855646821,0.061346385627985,3.5998499393463135
428.7280838083038,0.0602143220603466,3.5998499393463135
433.7356582739317,0.059459615498781204,3.6001577377319336
438.74323504931726,0.058327555656433105,3.6001577377319336
443.75080066087384,0.05738417059183121,3.6001577377319336
448.7583724317843,0.05662946403026581,3.6001577377319336
453.7659499770893,0.05568608269095421,3.6001577377319336
458.7735178984035,0.05493137612938881,3.6001577377319336
463.7810873595563,0.05379931256175041,3.6001577377319336
468.78866028534566,0.05323328450322151,3.6001577377319336
473.79618085662577,0.052289899438619614,3.5998499393463135
478.8037768799928,0.051535192877054214,3.6001577377319336
483.8113359472357,0.050969161093235016,3.6001577377319336
488.8189084880654,0.05021445453166962,3.6001577377319336
493.82652991876785,0.04964842647314072,3.6001577377319336
498.8342583682467,0.04889371991157532,3.6001577377319336
503.84174467812,0.04832768812775612,3.5998499393463135
508.8492367623877,0.04757298156619072,3.5998499393463135
513.8568143076926,0.04700694978237152,3.5998499393463135
518.8643856936435,0.04644092172384262,3.6001577377319336
523.8719532299981,0.04549753665924072,3.6001577377319336
528.8795261557875,0.045308858156204224,3.5998499393463135
533.8870913823844,0.044931504875421524,3.6004652976989746
538.894675472003,0.044176798313856125,3.5998499393463135
543.9022068221526,0.043610770255327225,3.6001577377319336
548.909815934147,0.043233416974544525,3.6001577377319336
553.917331500952,0.042856063693761826,3.6001577377319336
558.9248216604215,0.04229003190994263,3.6004652976989746
563.9324877464406,0.04172400012612343,3.5998499393463135
568.9400625970283,0.04134664684534073,3.6001577377319336
573.9476821029326,0.04078061878681183,3.6001577377319336
578.9553250913741,0.04040326550602913,3.5998499393463135
583.9630724038747,0.03983723372220993,3.6001577377319336
588.9703908713504,0.03945988044142723,3.6001577377319336
593.9779033584783,0.03908252716064453,3.5998499393463135
598.9855332582925,0.03851649537682533,3.5998499393463135
603.9931000247279,0.03832782059907913,3.6001577377319336
609.0006748753156,0.03795046731829643,3.5998499393463135
614.0080965119714,0.03757311403751373,3.5998499393463135
619.015961622118,0.03719576075673103,3.6001577377319336
624.0233913429261,0.037007082253694534,3.6001577377319336
629.0311271066378,0.036818407475948334,3.6001577377319336
634.0385414290607,0.036252375692129135,3.6001577377319336
639.0460654649775,0.036063697189092636,3.5998499393463135
644.0534713182886,0.035686343908309937,3.6004652976989746
649.0612548169942,0.03530899062752724,3.6001577377319336
654.0688165789544,0.03493163734674454,3.6004652976989746
659.0764075978462,0.03455428406596184,3.6001577377319336
664.0839697447661,0.03436560928821564,3.5998499393463135
669.0914510501642,0.03398825600743294,3.6001577377319336
674.0991186760219,0.03379957750439644,3.6001577377319336
679.1068421210257,0.03342222422361374,3.6004652976989746
684.1142953243709,0.03304487094283104,3.6001577377319336
689.1218301391573,0.03285619243979454,3.6001577377319336
694.1293992153504,0.03247883915901184,3.6001577377319336
699.1369725260994,0.03247883915901184,3.6001577377319336
704.1445419872522,0.03210148587822914,3.5998499393463135
709.1521680374702,0.03191281110048294,3.6001577377319336
714.1596866839521,0.03153545781970024,3.6001577377319336
719.1672626894185,0.03134677931666374,3.6001577377319336
724.1747874952546,0.030969426035881042,3.6001577377319336
729.1824043064414,0.030969426035881042,3.6001577377319336
734.1899795419887,0.030592072755098343,3.6001577377319336
739.197553622657,0.030214719474315643,3.6001577377319336
744.205123853729,0.030214719474315643,3.6001577377319336
749.2126933148816,0.029837366193532944,3.6001577377319336
754.2202647008327,0.029648689553141594,3.5998499393463135
759.2278607241997,0.029837366193532944,3.6001577377319336
764.2353635873368,0.029648689553141594,3.6001577377319336
769.2429900225145,0.029271336272358894,3.6001577377319336
774.2505529393536,0.028893981128931046,3.6001577377319336
779.258125865143,0.028893981128931046,3.6001577377319336
784.265693016538,0.028705304488539696,3.6001577377319336
789.2732728716009,0.028516627848148346,3.6001577377319336
794.28080460671,0.028139274567365646,3.6001577377319336
799.2883771475398,0.027950597926974297,3.6001577377319336
